X_test,y_test
spending money on these hoes nigga you aint fuck shit 1007165039,hate_speech
8220 fucking pussy thats why8221 exactly let me the nigga were talking about 8230,offensive
african colored car i push niggerous whips,hate_speech
but she a bad bad bitch make you late for it,offensive
the problem with retard liberals is they think supply amp demand means supply me with everything i demand votingmatters,offensive
lmfao and im making more money then yo duck ass bitch i from dallas tx born and raised and we back our shit up all day nigga,offensive
and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days,hate_speech
freeze bitch im gonna steal your heart 128521,offensive
my dick is called offensive joke because some bitches get hurt when it goes too far,offensive
my nigguh me naturally forever be fly,offensive
8220 youre a faggot8221youre a texas fan,hate_speech
these new nigga hipster hypebeasts love all these faggot ass bright colors and nike keeps giving them what they want smh,hate_speech
says the old man i hope you can survive another 10 years you silly jigga boo monkey,hate_speech
lebron bout to cry lil bitch,offensive
these niggas retarded lmfaoo,hate_speech
so apparently me amp eric fucced amp i be just fuccing every nigga 128514128557 great but yall bitches not whoppin amp talkin behind blocced twitters,offensive
cant fuck with a coon ass girl bruh,offensive
i hate that wee boy wae the squinty eyes in the game of thrones suchaprick hopehegetskilled,neutral
news 8212 democrats and antisemitism 8212 jewish group condemns vp joe biden8217s offensive reference to shylocks,neutral
it8217s so unfair that the hoes get to dress up as hoes for halloween,offensive
nigger,hate_speech
hahaha these niggas funny ask128128128128128128rt8220 i bet i can pull at lease 3 bitches with them 1285141285148221,offensive
everybodys favorite phrase to try and end an argument you do you and i do me lmao faggots,hate_speech
8220 no longer a side bitch 128514128557,offensive
i want to paint but faggot wont paint with me,offensive
that ass got a niggah hypnotized,offensive
lmao what my nigga just told me 128514128514128514hoes these days they lovin the crew gd,offensive
this friday at the c burg mall you gettin whipped like the bitches i fuck,offensive
finally got an updated pic with angel wing colored,neutral
most of these niggas go broke for these hoes,hate_speech
im literally laughing in shock amazement joy injust everything in everything pop the champagne american queers we have arrived,hate_speech
hope you got what you wanted bitch,offensive
soft shit are you handicapped or retarded,hate_speech
nigga i talk shit period this aint nun new white bitch we go threw this every damn day 128514128514,offensive
when dykes hear ladies free before 10,offensive
im tryna smoke some dope in that bitch lol,offensive
like fuccck man why yall bitches wearing wigs to school,offensive
128557128557128557128557 rt when dykes hear ladies free before 10,offensive
amazing you know what they say about birds of a feather,neutral
you bitches are grade a weird,offensive
i wanna be the reason u look down at your phone amp smile then a car run yo ass over hoe,offensive
indigenouspeoplesday right because these redskins had a lot of queens right nomg sofunny,neutral
a bitch can look like a million dollars wit sum garbage ass pussy,offensive
gabby why are you so ghetto,offensive
back up faggot,hate_speech
bruh we was my fam nd yeah pussy niggas get no respect,offensive
dutch farmers are white trash,hate_speech
johnny rebel quit your bitchin nigger,hate_speech
joshua is a faggot just suspend him on those grounds,hate_speech
my momma saw how the girls danced and was like 128563grandma was like shake that ass hoe,offensive
8220 sucha hoe8221,offensive
nigger,hate_speech
ampamp when tha bitches start hating 128553128553128129 thats wen a bitch lost me 128588128168128591128175999665039128581128064,offensive
50 rtsamp ill take the micamp say fuck her right in the pussy,offensive
went ya bitch house now she not a virgin anymore,offensive
niggas be in that pussy like,offensive
i know right so much retard,offensive
i hate when a girls all im single and i do single shit be a lil thottie cuff me if you have a problem like bitch ill rko your ass,offensive
are you working on route running and catching youll be a good wr for grier have fun with the white trash racist uf fans fsu,hate_speech
ew pussy buy a fucking xbone u got dat puppy muny,offensive
with pills that nig will last 4 years like magic j that nig should hav died years ago yall the first team to draft gay,hate_speech
idgaf about you flat chested hoes feelings either you a grown ass man nigga,offensive
127919127919127919rt bitches are only moral when it comes to sex when its convenient for them otherwise they hoe th8230,offensive
man who da fuck let this hoe in the background looking like a got damn zebra betawards,offensive
i hope i made these pot brownies right,neutral
8220 8220 lol i 4got rose been dat nicca tho8221 1 never forget8221lol yee i was trippin,offensive
fuck miley tranny looking now damn ass nigga,hate_speech
if you get offended by tweets youre a bitch,offensive
this time a night dark skin niggas really turn into lightskin niggas i swear i seen a darkie try buying starbucks 3mins ago but they closed,hate_speech
8220 dudes shaving without it being for an athletic purpose is gay af8221 youre retarded,hate_speech
you look like a welfare bitch compared to latinas i date and fuck you need fashion and makeup tips tbh,hate_speech
the right for an english person to go about his business is more important than any suspicion of some rouge wog cop,neutral
i didn8217t go to school here rt arizona full of ugly hoes rt all my crushes ended up ugly after high school damn shame,offensive
minus all the retarded poor bots,hate_speech
im not weird youre just a faggot,hate_speech
128119128119 you needa stop sucking dick hoe 128514128514,offensive
shawty pussy wet the dope drippn wet 128166,offensive
see bitch this is why you have no friends,offensive
bitches be fallin so inlove w niggass amp then he go get a new bitch amp they try go get a new nigga to try to forget about the 8230,hate_speech
best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil,hate_speech
she must not know i got over 3000 followers breh this bitch gotta get the fuck up outta this vip section dawg she decreasing my value,offensive
i cant fuck with sentimental bitches,offensive
burn bitch,hate_speech
i called in to work n bitch said they might not want me to go back,offensive
cant take u coons nowhere amp i mean nowhere,hate_speech
this bitch showed me it amp if yall every seen that low budget piece shit that muthafuckin clown scary then a hoe,offensive
make ur bitch want some more 127908127911,offensive
stafford you pussy,offensive
vote or die bitches,offensive
4 only pussy niggas who suck dick cry about someone being in their mentions tweet the person then cry again about the8230,hate_speech
youre a faggot,hate_speech
kill this beaner,hate_speech
dont forget nappy headed butt ugly bitch whos married to a muslim,hate_speech
only white trash would call slants and hindis and moslems their equals,hate_speech
yall aint gots no colored folk on da show i tinks dats be racist and shit thetoddshow,offensive
ion speak on how flaw niggas and thirsty hoes be on ig but boyyyyyy look at here 128586128586,hate_speech
mr president amp homeland security please ignore any foreign threats and focus your sole attention on our police force acab landofthefree,neutral
8220 well be together1285218221yu gt a job hoe,offensive
you call house nigger and shes the racist fathom the hypocrisy in that statement,hate_speech
you look like fucking shrek bitch,hate_speech
or the teach might get u got rt i really hate a disrespectful ass bitch in class the professor is talking you stfu bitch,hate_speech
you can no longer run a business n america unless its deemed acceptable by 1 political group of retards known as democr8230,hate_speech
hot 97 trash,neutral
cue the liberal lefts uncle tom attacks against tim scott in 432 tcot teaparty gop,neutral
i prefer jameis winston to not speak on tv at all damn coon,hate_speech
show your support during fleetweeknyc with troopthanks you could be on the billboard in times sq,neutral
i really hate attention seeking hoes hope they all die,hate_speech
i need a bitch 128533,offensive
8220 reggie gives me headaches my niggah 1285451285678221128175128175,offensive
any pussy i had i can get again,offensive
really bitch,offensive
get some h228agendazs ice cream bars a whole lot make sure chocolate gotta have chocolate man some popcorn red popcorn graham crackers,neutral
what the fuck is wrong with you you cant call urself a man if u call a girl a bitch ur a fuckin loser bro,offensive
all i did was bitch about jessie still love you anyway,offensive
do birds have a 72 out of wedlock rate is it white fathers that are running away,hate_speech
bitches on me bout da lil flexin shit on snapchat 128176128176128176128176128176128514 bitch please,offensive
lol nigga just walk in that hoe looking for girls dont even wanna buy nothing,offensive
i trusted you queer cakes wheres the passion she made me do it dammit,offensive
nah these hoes dms broke tho,offensive
hes a faggot,hate_speech
ankles 1281281285148220 8220 hood bitches with long weave is the worst thing ever8221 weave that be touching their ashy ankles 1285678221,hate_speech
cracker jack shut the fuck up,hate_speech
stop lettin them messy hoes mess with your business,offensive
you dont have any kids what are you one of them queers,hate_speech
dont ever be ashamed of who you are unless youre a hoe,offensive
omg no plz stop calling me an idiot are we in kindergarden you fucking faggot,hate_speech
your homeboy looking bad and you giving cash to them hoes,offensive
colorado lawmakers consider nation8217s 1st wind energy legislation to protect birds amp bats,neutral
so to the fine bitch at walmart just now melted me at the ankles 00,offensive
what a retard lol,offensive
im partial faggothomoboth fairly describes the same sick twisted assholes out there,hate_speech
someone shut this beaner up please,hate_speech
why do yall niggas entertain that nicole bitch i dont see how yall can ever take a bitch that posted naked pics serious8230,hate_speech
call me a fag but i love when people turn their heads or look out of their cars when i drive by cause they head me slumpin bitches love it,offensive
i find it funny when fags write looking for bf on a grindr ap lol thats a fucking ap dumbass,hate_speech
god bless the dumb niggas who trust these hoes,offensive
lmao yes i kind of like it its not that ghetto yet amp they are and then he says u feel me 128525128525128557128166,neutral
lmfao go to bed whitey 128129,hate_speech
the hoes yall chase want me 128175,offensive
i swear new bitches here me rap and its a wrap,offensive
cause lord know if another bitch call yo nigga handsome and he entertain it all hell gonna break loose,offensive
detroit lions bitch,offensive
lebron a bitchdrake performed with a torn acl at the mtv awards,offensive
okay im kia and my middle names faggot dylan,offensive
i dont care about bitches hoes be into it with they damn self128553128175,offensive
faggots,hate_speech
but youre still a faggot,hate_speech
8220 this bitch childish af one of my sisters wouldve had to crash her 128514,offensive
my dad wanted me to twat him 128563,offensive
fags,hate_speech
1285309995 naw bruh member when you said that it was your snow and your bitches 128514128514 thats my cake 128079,offensive
niggas that eat mussels eat pussy too str888 facts,offensive
look bitch go and suck a dick im a real street nicca i aint wit dat sucka shit,offensive
fuck you faggot grow up rt im gonna be an old ass man still playing video games,hate_speech
i think pats trying to say his pussy is too bombedidk,offensive
thats yo bitch i was all up in her guts,offensive
john legend is showin this country bitch up on her own song,offensive
bitch didnt we just discuss this shit yesterday what time faget,offensive
yall bitches want a good dude but cant be real at all then want to blame them for their reaction to your bullshit grow the fuck up,offensive
i love me some down ass bitches,offensive
our people now is the time for the aryan race 2 stand up and say no more before the mongerls turn the world into a ghetto slum 1488,hate_speech
happy birthday freshman faggots,hate_speech
eye witness joel is a faggot,hate_speech
these 5th grade hoes aint loyal128514128557,offensive
fuck brett farve redneck ass he stuckup he dont give a damn lol he be on campus acting like he the shit,hate_speech
dont sleep on ma niggah chood 128076 128175128175,hate_speech
ghetto gold needa be the first music vid,neutral
die in a car accident then faggot,hate_speech
you call someone a faggot and then say to kill themselves you are a pathetic human being a fucking disgrace,hate_speech
i must be a bitch,offensive
too bad im a bitch 128528,offensive
niggas sleepin with bitches grandmas lmfao maury fake af,hate_speech
stfu you dont get any pussy fuck boy,offensive
will be interesting to watch how interlagos grips in this weekend f1 cars basically the guinea pigs for wec later this month,neutral
a bitch could never come out of her mouth and speak on shit that she has no idea what shes talking about,offensive
128514128514128514128514128514 yeah i read yo shit to fast bitch,offensive
i never played a bitch but bitches most definitely played they self,offensive
cunt nigger fuck balls tits cocksucker piss dick kike if you cant take swearing dont go on the god damn internet,offensive
fuck up pussy,offensive
rt ive met few people in politics that i disrespect more than charlie crist rudy giuliani,neutral
only one current yankee sells only one current bosox sells only one player on each la team sells most teams have 0 yeah,neutral
what you saying hoe,offensive
i woke up with a sore throat im cold niggers will be niggers so terrible,hate_speech
working on diz music be in studio soon nicca,offensive
so basically you like the background music fag,hate_speech
nope got lucky some washing on the slopes gonna make it a little rough combining but feeling very fortunate today,neutral
shut up niglet,offensive
8220 not playen that side niggah shit with mine 8221omm,offensive
youre a little bitch,hate_speech
dont stop now half breed im just starting to learn about what makes you a dumb ass,hate_speech
happy cuz i woke up white and not a nigger,hate_speech
ion care fuck that hoe 999665039,hate_speech
wayne crazy new orleans ass nicca lol,offensive
whats this chinks email im moving to china and slicing his throat,hate_speech
im surprised you could read it with slits for eyes,hate_speech
i definitely cant fw a nigga that associates himself wit bitches i dont fw 128514128557 tf you fuccing goofball 998665039998665039,offensive
cheated my way to get hahaha this bitch funny if youre so worried about me then stop subtweeting me dumb ass,offensive
when gay girls suck pussy from a bitch who just took a plan b pill the other day that means the munching hoe ate plans8230,offensive
kevin love out here bein a hoe just let the world know u gonna be a laker 2015 season dawg,offensive
faggots,hate_speech
truth b told i have 0 hoes 128514,offensive
why were there penguins and a bird in the puppy bowl,neutral
its kinda pathetic how these bitches on bgc be 21 amp be acting so childish af,offensive
if youve ever been to drunk to fish you might be a redneck,neutral
anybody who trashes their own neighborhood after a perceived injustice is a fucking moron ferguson,hate_speech
yall bitches wit no edges be doing the most talking 1285531285649995128514128514128514,offensive
morphing into charlie weis will never cease to be disturbing,neutral
white trash warfare pt 3 128514128514128514,hate_speech
mane yall niccas crazy af wiz old shit got niccas bitin his style n errthan,offensive
im back bitches 3d back in effect its on tonite,offensive
i thought you had some fucked up birth defect that made your nips heart shaped lmao,offensive
you a fag b,hate_speech
hennessey venom gt 128584 thats one sexy bitch,offensive
new york niggas quick to take off on a bitch in public boy lol,hate_speech
oh yeah especially winston niccas lmao rt think i wont lol these 336 niggas,offensive
media matters executive behind stoprush campaign blogged about 8216trannies8217 8216homos8217,offensive
i might freak the bitch but dont need the bitch128080,offensive
niggah niggah niggah dont believe me just wacthh,hate_speech
hood niggas and bitches love emojis lmfao,hate_speech
one day im like harry styles is so hot the next day is who tf is this faggot,hate_speech
his jeans bluer denabitch dont let him lie to you hes sick rt how you know the pussy wast overrated ht8230,offensive
shoot that nigga an his shorty bitch,hate_speech
think its cause she saw me doing biceps 128527128557128514 lmao jk im still a bitch 128077,offensive
fuck you stupid ass coward ass punk bitch faggot ass racist piece of shit punk bitch aint worth my time,hate_speech
them hoes look so clean on foot,offensive
all the bitches who called me a hoe in high school got like 23 kids now,offensive
finger my throbbing pussy,offensive
quit bitching faggot happy you cant see your faggot family cry baby little girl crying in the parking lot you aint a man sissy,hate_speech
i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment,hate_speech
your retarded,hate_speech
simple minded hoe,offensive
wigg i love you bitch 128536,offensive
you fake niggah lolol,offensive
you ask me about 2014 imma make dat bitch my bitch,offensive
8220 uhoh you got the hoes lol rt yall i found this letter on my car naaah,offensive
fag,hate_speech
haha you bitch 128514 really tho it will be good to catch up yo it was pretty fun last time we chilled,offensive
lmfaooo this bitch hits my car and calls the cops and says it was my fault 128514128514128514 dumb bitch,offensive
this faggit bitch tried to say she hoed for hd bearfaced bitch yusa fag,hate_speech
answer my snapchat faggot butthurt,hate_speech
a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his 8230,offensive
homo ass crackers,hate_speech
lmaoooo hell naw bro i be up i havent seen that hoe,offensive
it means youre a faggot lol,hate_speech
tyga used to be good before he got into this swag fag shit,offensive
i know these niglets heard me screaming 128514128514,offensive
i got no pic up lines i stay on my grind i tell a bitch all the time bitch get in my car i got my 64 ridin on dayton spokes,offensive
bitches on my dick but look at me im fucking beautiful,offensive
nigg complaining about a journal and bitches half naked,offensive
so niggers really believe phelps just smokin on a regular huh tell me now amp ill log off for the night,hate_speech
breathe rt you are going to kill yourself if you dont exhale rt killin you hoes,offensive
im roasting the first one of my niccas who rock them shits,offensive
i got my mind on my money all i needs a bad bitch so i can ride round the city and spend this cash with,offensive
ur pal threat2 apostate kufargti cld cut ur neck wsword of islam ampwatch u squeal like a bitch like daniel pearl,hate_speech
hysterical calling bho a monkey northkorea lt may be a bunch of assholes but that comment made me belly laugh,offensive
pussy aint shit but a product you either gonna get onna muscle or you gotta pay,offensive
them pretty bitches love me them bitches love me guccccci,offensive
8220 how black bitches drive when they fav song come on pt 1 128514128514128514128514128514 golilstacy 128514128514 128514128514128514128514,offensive
stop being bitchy bitch,offensive
leo get the fuck off of vine you fag,hate_speech
joshua is a faggot just suspend him on those grounds,hate_speech
when i hear an ugly bitch talk about another ugly bitch 128528,offensive
living with my bitches live,offensive
i rather jack off then fuck hoes tbh that shit boring give me a wife,offensive
hulkamania is running wild on that pussy,offensive
do birds have a 72 out of wedlock rate is it white fathers that are running away,hate_speech
in your dreams little leprechaun hemroid,offensive
im a bad bitch,offensive
sometimes i wanna upper cut this bitch but i dont know if shes special ed or not,hate_speech
haha ight nig calm yoself,hate_speech
gt tragedy smh rt niggas dont know you but will throw dirt on your name for the pussy you h8230,hate_speech
niggas probably be watching me like look at this uncle tom ass rasta,hate_speech
just a casual ghetto family twerk session,offensive
youre a fucking ugly bitch i wanna stab you to death and then play around with your blood patrick bateman,hate_speech
the only boards i still have from them are just the tie dye ones monkey edition black and silver and the newest ones,neutral
i dont fuck with these hoes amp i dont fuck with niggas thats fuckin these hoes,hate_speech
8220 im drunk im bout to bitch8221need a ride,offensive
why you let these hoes tear what we had apart you shud be beware beware,offensive
what a fucking faggot,hate_speech
cut a bitch,offensive
dawg rt man this about to be another trash thursday night game,neutral
i just found out that marehood is code for horse pussy brony mlp,offensive
i dont suck tho youre just mad because youre trash and i carried you you always had 0 points,neutral
niggas wear wigs more than bitches these days,hate_speech
8220 do this hoe wanna fight 8221 right,offensive
say that shit to my face bruh you a bitch for gettin in a man u dont know business handle yo own shit,hate_speech
aint wcw jus bitches i wan fck day,offensive
if a spic ever talks to a white person and the white person kills them its self defense,hate_speech
bitch i was out dea and your ass was sleep,offensive
march is about to get mad marchmadness collegehoops indiana iubb hoosiers,neutral
if she lives at home shes a little less likely to cheat on you and be a ho,offensive
fuck you ghetto ass coons,hate_speech
karmas a bitch and so are you and i genuinely mean that canttrustanyone hatefakepeople,offensive
3 most common white people activities 1 wearing tapout 2 shooting up schools 3 calling you a nigger on xbox,hate_speech
dumb nigguh,offensive
im tryna face fuck kesha you bitches bringin beef ill get the lettuce n ketchup,offensive
i come wit the rocks on yu can get popped on light yellow chevy same color as popcorn,offensive
dont dance iggy its trash just like your music,neutral
lmaoooooo eat that goal faggot,offensive
the fox says youre a cunt,hate_speech
give us our credit bitch we went out there amp took that w,offensive
gotta 9 for the bitches outta line,offensive
when i see a pretty girl i be like yassss slay on these hoes 128571128525128553128514,offensive
cool cool fuck wit u too nicca,offensive
youre reading you coon,hate_speech
beat the pussy in so well her shit still hurting from a week ago,offensive
mean bro fucking faggot,hate_speech
frankie is a twat bb16,offensive
128518 on a leash 128555rt just pussy 128553,offensive
a guy claiming to be republican called cspan news and said republicans hate that nigger obama,hate_speech
ive been knowing fag,hate_speech
some females make being a hoe look so easy like damn girl dont shit bother yo soul sometimes 128553128553128553,offensive
true life im an emotional clingy bitch,offensive
your gay stfu dumb monkey,hate_speech
seconds from the end whats it gonna be pull the trigger bitch,offensive
porn stars are 100 acceptable bro im was talking about these air mattress hoeslol,offensive
smh rt tyga shoulda knew blacc chyna was a hoe when his son crip walked out her pussy,hate_speech
all hoes lie,offensive
what a fag,hate_speech
i still think snap chat for faggots and high schoolers,hate_speech
i forgot how white trash texarkana was well it is arkansas so 128514,hate_speech
man ducked me like a true hick would have split that white trash faggot lid,hate_speech
i hate dumb bitches,hate_speech
californias biggest retards dont forget about holy who just released an amazing ep,hate_speech
were out here and were queer 2 4 6 hut we like it in our butt,hate_speech
8220 i hate that bitch amp the fact that oomf likes her just no 1285288221 retweeettt 1000x,hate_speech
you little fag at least i will fuck a woman to have kids plus work to support them hipster homo,hate_speech
look at this faggot,hate_speech
my grandpa hooked his friend up with some pussy in vegas praise,offensive
dont mind black peoplehate niggers,hate_speech
whoever made this twitter doesnt like the lakers they r making a comeback but this accnt still continues to trash talk em,neutral
youre a fucking faggot,hate_speech
i aint never had a basic bitch never will 128175,offensive
my bad bitch ayeee,offensive
8220 you aint special niglet rt when im chilling wit greg ppl walk up to me to ask me to take pics8221hatin,hate_speech
that other shit for the birds get over yo self,offensive
all 3 haha because im thinkingofyou and your dirtylove sexxy bitch,offensive
dad isnt your name faggots a little more fitting,offensive
how you wife dat bitch 2many niggas fucked from my clique 2many niggas actin so rich all dese boppin hoes on my dick maserati,offensive
i dont got no type bad bitches is the only thang that i like you aint got no life cups with the ice and we do this every night127926,offensive
dont my nigga me honkie,hate_speech
then you wouldve died if you didnt breathe bitch,offensive
brady heard yall say he was washed now he washing the league on you hoe ass niggas,hate_speech
dani alves pulled off that hairstyle neymar just looks like a faggot,hate_speech
i hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,hate_speech
hes am has no clue heeb,offensive
dp double penetration aka a dick in the ass and a dick in the pussy at the same damn time,offensive
dude your fucking gay you made a twitter just to mock me fucking lowlife,offensive
lmao 171 171 i mean damn bitch you was almost ready 20 minutes ago,offensive
if a bitch dont taste her own 128573 you shouldnt even dare eat it 128567,offensive
your bitch want to fuck the squad 128527128076,offensive
8220 some of yall hoes so worried about yall eyebrows yall forgot yall had a mustache 1285141285571285578221 lmao,hate_speech
hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad 128514128514128514 want a cookie,offensive
someone shut this beaner up please,hate_speech
fat bitches fat bitches heeeey,hate_speech
i prefer jameis winston to not speak on tv at all damn coon,hate_speech
when lil wayne said why give a bitch ya heart when she rather have a purse,offensive
game 128 preview houston astros at new york yankees,neutral
8220 females that know they are hoes really the coolest chicksall sex asides8221lmao,offensive
she gonna pop that pussy for a real niggaa,offensive
bitches,offensive
no one knows the words to that song they only know the sexy saxophone george michael is a pussy,offensive
alarm set early bird n all that night all xx,neutral
8220 dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya8221 its happend,offensive
seem like da colored folk be gettin in da way lately i just sayin,hate_speech
i never had any friends the entire time i lived in virginia no one was cool to me i hope those white trash southerners all die,hate_speech
if this bitch new the amount of shit i spoke bout her on my twittah lol,offensive
you both sure do you want to give a free pass to every border jumper in this country you two are whats wrong here,hate_speech
idk who tf roro amp sophie are but im glad they got bitches twerkin for the vine in they whips,offensive
oooow that bitch lace front is lace fucked,offensive
look at this nigger ass nigger shit right here,hate_speech
i need a bitch to top me till i get sleepy 128564,offensive
jealous niggas usually send the hate threw the bitches,offensive
amp ima eat that pussy all filthy 128525,offensive
these people are fags,hate_speech
george michael such a fag,hate_speech
lean wit it rock wit it az niccas lol,offensive
bow down bitches bow down bitchess,offensive
so my homegirl fucked this alpha but little does she know shes just sloppy seconds how my pussy taste famu,offensive
ya bitches luv throwing bread crumbs on the ground and complain about the pigeons who come flocking towards ya,offensive
chael p suplexin motherfuckers on their domes and shit,offensive
watching forrest gump has taught me that these bitches wanna hoes until theyre tired,offensive
obama is a bitch his speech was pure politics for mid terms only way we destroy isis is with troops on the ground,offensive
u can tell yo bitch we some yung rich homies,offensive
is there an additional charge for the pussy to listen to my personal problems,offensive
once fag you got pressed to the ground hang up your cleats n never put them back on or think about it,neutral
view from the ghetto aint bad rio,neutral
oml i never questioned my nigga ab another bitch amp if the nigga ever said some shit like that that nigga lied,offensive
shake that bear aka two rednecks having sex on a dead bear,offensive
uncle tom ass muhfuckas,offensive
to gt get past boot camp and go active a few years see what we really do daily you liberal pussy,hate_speech
light beer you mean faggot piss overly powered man,hate_speech
50 shades of shut your bitch ass up,offensive
i wonders why dare aint no colored folk up dare,neutral
these sour apple bitter bitches im not fuckin wit em,hate_speech
ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat,hate_speech
ima keep on giving these pussy ass niggas ah reason to hate,offensive
i got bitches an i know some killlllllas fuck yall,offensive
if rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at 8230,offensive
no bitch i dont have anything to hide i just dont like people looking through my phone,offensive
dont mind me im just over here tryin to teach ur bitch how to dougie,offensive
some of these hood negros dont deserve bail money the way they be visiting jail,hate_speech
when you colored every day is sunday,neutral
pure trash,hate_speech
do you work today niglet,hate_speech
8220 your relationship ended not your life stop being a whiny bitch8221,offensive
married a skinny bitch but trickin wit a thick bitch she got sum big hips i call that boa a hypocrite,offensive
while the men will often be rambling and retarded the women will appear trashy and tipsy lawless and lustful,hate_speech
8220 well he is at genos so he is the ultimate faggot8221 got to show this queer how to eat 8230,hate_speech
8220 a lot of them are though attitudes be pure trash8221 teamwhitegirls swirltheworld,neutral
ya i know all the slang im racist i h8 porch monkies,hate_speech
bitch u bs how fck yah 999665039128553128514128514128080128079128526128129,offensive
hoes be mad at you cause your nigga wanted you over her 128564,offensive
done that spell check we know you meant fat liberal dyke feminist nazi bitches,hate_speech
niggas deserve better bitches,hate_speech
omg this bitch just said some shit,offensive
green azz niggas amp yall new bitches condone dat sucka activity dat why they keep doin it,hate_speech
when u start realizing that bae is a hoe,offensive
charlie wears womens clothing,neutral
lol rt youuuuu got niggas but i dont got bitches,hate_speech
i dont like the sand nigger but its entertaining like 6 knockdowns,hate_speech
shouldve caught it the first time nigger,offensive
cant mean something to someone when they hittin up otha bitches,offensive
an enraged 64 290 lb mike brown lethal weapon on legshis hatred 4 the police amp whitey added fuel 2 his arsenal,hate_speech
no one asked bitch,offensive
music sounds a million times better in my car i love having a sub and new speakers its like a mini rave in this bitch bumpin,offensive
my black queen dreading my hairsthank you most high for this moor queen i asked you fori want to be better with her,neutral
there is no such rule as tie goes to the runner out or safe yankees johnsterling,neutral
you dont have any kids what are you one of them queers,hate_speech
ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them,offensive
ya i know all the slang im racist i h8 porch monkies,hate_speech
you cant take no ones bitch,offensive
dont raise ur hand to me niggah,offensive
never again will i put so much into a relationship unless the bitch actually puts more effort into it than me,offensive
shut up bitch nigga,offensive
so i had to spray this huge ass wasp nest outside my backdoor maaan them bitches were mad as fuck,offensive
i only like women who8217s pussy smell like burnt cheese,offensive
well hes a cunt and he can suck my ass,hate_speech
fucking christ i hate tutors and tas you literally get paid to teach retards to stop picking their nose get the fuck outta my face,hate_speech
we gotta find this hoe,offensive
if i wasnt a yankee fan i probably would be a sf giants fan lol,neutral
whats your youtube channel then faggot,hate_speech
i pop dontae already amp i got bitch for dah big 30 yaknow128553128588128176127922,offensive
pornandroidiphoneipadsexxxx closeup cumshot on beauty pussy closeup,offensive
why ya niggas be gassin these wack ass bitches 128553128553,hate_speech
hahaha this dude on my timeline says bitch in every tweethahaha im rollin at some of them lol,offensive
my main bitch is a ghost,offensive
wiz khalifa was the most influential rapper in my era we seem to forget all the trends this nigguh started,offensive
cute ass niggah,hate_speech
8220 on some real shit if i catch this bitch its game on8221,offensive
thank you based pee slit,neutral
storybook ending in new york derek jeter walks off a winner at yankee stadium,neutral
sorry dont know what to tell you but to get your pussy ass off my twitter,offensive
thats my bitch 128521,offensive
bitch change draws,offensive
you girls got no job no college set up to have a better future then get mad when a nigga leave you cause all you got is pussy,offensive
im going to murder that fucking cunt,hate_speech
niggas spend 500 just to look good for a bitch they wouldnt even buy 99 cent burger for,offensive
like damn sorry im not a girl that hoes around and has sex with 20 billion guys,offensive
photo rest in peace to these bad boys some bad advise made me let some old asian dude re glue the sole,neutral
why do yall bitches act so childish,offensive
your dad is genuine happy guy because his kids arent niggers though 128532 jimmy is my nigga 5eva,hate_speech
8220 i hate that hoe already 128514128128 128514128514128514 this shit cracks me up,hate_speech
vanessa is such a fuckin faggot,hate_speech
new york niggas quick to take off on a bitch in public boy lol,hate_speech
bad bitch with me and you kno that her ass is fat,offensive
faggot,hate_speech
i be drippin in so much damn sauce got bitches ready to lick it off 128514128527,offensive
basic bitches amp lame niggas lt,offensive
here i go welcome to the titty show typa ass i see in a video when i fuck nut in you like a silly hoe,offensive
8220 the bromance between pat and ant is real8221 fuck that faggot,hate_speech
pornandroidiphoneipadsexxxx hairy hairy pussy,offensive
stfu white trash,hate_speech
at least its not antville because thats for cunts,offensive
been my main nigguh since digital camera selfies,hate_speech
bitch fuck u maybe youll get better just,offensive
southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working,hate_speech
drop dead gorgeous a bitch aint dying for a nigga,offensive
its the most hillbilly thought ever a thing is a way one time or to one audience and therefore it must be that way always,neutral
hahaha it makes sense hoe p,offensive
fucking chinks in clash of clans always fuck me up bitch ass kamikaze faggots,hate_speech
just stop being a hoe god dammit bitch it aint that hard,offensive
nope not at all but im stuck in a house full of fucking niggers help me escape 128553,hate_speech
good morning ig giving u white trash body 128128128128128128 turntup webad wepretty gayvegas8230,offensive
reds havent lost a series at yankee stadium since 1961 world series 76 08 12,neutral
naw rt am i the only one mad that espn gonna be talking about faggot ass penn state all week,hate_speech
i wish i was lesbian so i wouldnt have to deal with bitch boys but mostly bc girls are rlly hot,offensive
can we bomb the selfiemonkey out of my timeline,neutral
like snoop said in 94 we dont love these hoes,offensive
check out the homie for that sole sauce that stuff does miracles 8230,neutral
