text,standardized_label,source
zimmerman we comin for yo life bitch,hate_speech,original
poor whitey,hate_speech,original
hoe dont tweet me,hate_speech,original
but thats what you call white trash with money,hate_speech,original
fuck outta here and go put some more trash ass ink on your faggot ass self pussy,hate_speech,original
we are being overrun by mongrels because zog or the jews that run our countries want the white man to perish,hate_speech,original
you football nigga kiss isis wifebeater faggotsgt we see yougt shout it out to the radical islamnation yogt,hate_speech,original
who else hated this bitch nigga,hate_speech,original
we hate niggers we hate faggots and we hate spicskkk rally,hate_speech,davidson
suck my dick tacos el negro better,hate_speech,davidson
just like a nig to come home when ever they want,hate_speech,original
8220 tea bag a bitch8221 pahahaha,hate_speech,original
your swags off fag sauce,hate_speech,original
big fucking dealcry baby niggers,hate_speech,original
trust me when i say that jesuschrist would be killing faggots if he came back to life in todays day and agegt spartacus rome,hate_speech,davidson
its levels to my bitch you cant fuck her nigga cause she like red bottom you cant afford her nigga she got benz you riding honda accord,hate_speech,original
smh u niggers amp ur music knowledge,hate_speech,original
looking like a hillbilly and not matching is what i do best goodnight losers,hate_speech,original
dat bitch katy perry can suck skin off of my dick,hate_speech,original
lmao you stupid nigger,hate_speech,original
im a get money nigga so da hoes love me,hate_speech,original
beyonc233 is trash,hate_speech,original
happy cuz i woke up white and not a nigger,hate_speech,original
trayvonmartin referred to zimmerman as a creepy ass cracker racist thug,hate_speech,davidson
you fuckin yankees ill be there in 2 months ill meet you pussy,hate_speech,original
bitch u ugly then hoe,hate_speech,original
more queer lady templars thats my point,hate_speech,original
but atleast they let me knowur a faggot if u keep those type of twitter secrets,hate_speech,original
some niggas save hoes,hate_speech,davidson
niggas deserve better bitches,hate_speech,original
no its wrong to try to change faggotsgt there is no therapy so tcot should understand and sympathize like they are retardsgt,hate_speech,original
between this trend and the vines acting like women its like niggas couldnt wait to be faggots,hate_speech,original
i bet hes a starbucks queer,hate_speech,davidson
watching the nigger movie menace2society trying to learn more about the enemy good reconnaissance,hate_speech,original
but atleast they let me knowur a faggot if u keep those type of twitter secrets,hate_speech,original
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,hate_speech,original
as always eli has the stupid hick hayseed look on his face giants fans kill yaselves its gonna be a8230,hate_speech,original
alsarabsss hes a beaner smh you can tell hes a mexican,hate_speech,original
shut up fag,hate_speech,original
8220 shoot that nigga and his shorty bitch 1282991285148221 825265039825265039,hate_speech,davidson
rtin your own shit now pussy what a joke youd end up just like all the rest no show chicken shit mother fucker,hate_speech,original
accept your flaws and imperfections because thats what makes you you see im a fuck small dick faggot with parents who dont love me,hate_speech,original
chris bosh bout to disgrace the trophy like a real faggot smh,hate_speech,davidson
that should read suck on my bacon encrusted middle finger muslim twats,hate_speech,original
lakers are trash right now,hate_speech,davidson
chink eyed,hate_speech,davidson
quit bitching faggot happy you cant see your faggot family cry baby little girl crying in the parking lot you aint a man sissy,hate_speech,original
well maybe youre a whore you stupid ugly homeless bitch,hate_speech,original
i be waking up on some new shit like fuck that bitch shit,hate_speech,original
only word i can understand on blackjesus is nigger heavily disappointed in this show aaronmacgruder stuff blows imo,hate_speech,original
lmaoooo what a bunch of fags,hate_speech,original
tell me how you really feel rt those little isis faggots usually have bags over their heads anyway,hate_speech,original
fat ass hoe holding up the machine,hate_speech,original
ratchet looking nigger,hate_speech,original
chase you god damn faggot 128514128557128514128557,hate_speech,original
eye witness joel is a faggot,hate_speech,original
people who go to church in hollywood ca are all white trash filth,hate_speech,davidson
ugly emo trash go cut,hate_speech,davidson
you got me faggot,hate_speech,original
mcdonalds pipe self defence beating this is one nigger whos hand i would shake thats how you deal with sheboons,hate_speech,original
coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards,hate_speech,original
these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas,hate_speech,original
i believe that you fuckin can punk nigga bitch128520128170,hate_speech,original
good morning to lightskin dyke bitches with steven segal ponytails,hate_speech,original
lol nicca dime game got soo much clout niccas goin to da store to buy sum dice,hate_speech,original
bernstine is chi sox jew fag,hate_speech,davidson
subtweet me one more time you dirty chink whore,hate_speech,original
scandal a negro bed wenchs fairytale and propaganda via a must see for hebrew daughters of zion,hate_speech,original
you have my word we will rt beat those fucking faggots pls,hate_speech,original
those guys are the definition of white trash,hate_speech,original
no just a niggress that thinks shes human,hate_speech,original
happy birthday freshman faggots,hate_speech,original
rudy gay a faggot for not changing his last name once he got money,hate_speech,davidson
hoes thnk they won when the nigga thats ridin the fence start givin them a lil attention what u won hoe a wishywashy ass nigga oh,hate_speech,davidson
most of these niggas go broke for these hoes,hate_speech,original
it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,hate_speech,original
yeah you right and you know them mexicans bringing all they family that hoe finna be packed,hate_speech,original
lmaooo rt she a tranny if she can open a jar of pickles by herself,hate_speech,original
alsarabsss hes a beaner smh you can tell hes a mexican,hate_speech,original
is the biggest faggot in the world,hate_speech,davidson
did i mention you are an ugly cunt go back to iran,hate_speech,davidson
sitting at the bar at work watching walking dead and all these fucking wetbacks decide to come in amp turn on their spic music jesus christ,hate_speech,original
your whats wrong with the white race you fuckin coon slaying piece of poop please die alone,hate_speech,original
can faggots of honeybooboo imagine this internet world was created to trap them and feed them to allah like gazelles it stephenking,hate_speech,original
bruh we can finally roll like rednecks drug dealers,hate_speech,original
i love cripples look at all these fucking cripples goddamit im a people person,hate_speech,davidson
nigga bitch him 8220 i will never date a female with another niggah name on her lol wtf 8221,hate_speech,original
man i swear todays like nation hit tony while hes driving day this chink almost smashed into me,hate_speech,original
not about to shoot this pussy ima beat his face into the asphalt t,hate_speech,original
only one problem theres a no pussies allowed sorry,hate_speech,original
whats so good about prom all i see is another faggot ass high school dance,hate_speech,original
happy columbus day even billmaher likes cocaine and columbus what the fuck is wrong with you liberals fuckin moron retards,hate_speech,original
there might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,hate_speech,original
only faggots drive stick,hate_speech,original
diversity chcgo blck pstr flooded w dth threats ovr endorsement of gop candidate 8220u sellout uncle tom ass ngger8221,hate_speech,original
someone shut this beaner up please,hate_speech,original
you cant owe me shit ion trust niccas,hate_speech,original
mfs still in the same spot as 3yrs ago beefing with the same nighas sleeping with the same hoes eating from the same restau8230,hate_speech,original
why do yall niggas entertain that nicole bitch i dont see how yall can ever take a bitch that posted naked pics serious8230,hate_speech,original
it was nice of you to unfollow me fag,hate_speech,davidson
yall is coons n uncle toms,hate_speech,davidson
my eyes feel so chink eyed,hate_speech,original
nigga wanna bitch about a party yall know my address knock at my door,hate_speech,original
a guy claiming to be republican called cspan news and said republicans hate that nigger obama,hate_speech,original
i really hate attention seeking hoes hope they all die,hate_speech,original
we muslims have no military honour whatsoever we are sub human savages that slaughter unarmed men women amp children,hate_speech,davidson
hey my folk this nigger loving jew boy asked if i was making death threats against his goat fucking people fuck him,hate_speech,davidson
i hate when white trash try to act like theyre my equal it only makes it that much clearer how white trash they are,hate_speech,original
twitter is for fags,hate_speech,original
the nig is fun to watch got to admit ebola boy can speak broken spanish too lol,hate_speech,original
i hate dumb bitches,hate_speech,original
they are wrong you are a nigger always causung mischief among ur own people,hate_speech,original
i hope you get eye cancer bitch,hate_speech,original
so tony i think yr a rude little cunt and too too young to even know what real rock and rol8230,hate_speech,original
ion speak on how flaw niggas and thirsty hoes be on ig but boyyyyyy look at here 128586128586,hate_speech,original
shut the fuck up fag ill beat the shit outta you,hate_speech,original
dont worry about the nigga you see worry about the nigga you dont see dats da nigga fuckin yo bitch,hate_speech,original
kick dem fucc niccas out da spot,hate_speech,original
81614 mo let 8220kill some crackers kill their babies new black panthers hijack his ferguson presser,hate_speech,original
fat dykes make me want to vomit,hate_speech,original
suck my dick tacos el negro better,hate_speech,davidson
ebola sounds like a hood hoe,hate_speech,original
at least i say im crazysome nigga gotta find out a bitch wild when she shooting at they ass 128514,hate_speech,original
cant take u coons nowhere amp i mean nowhere,hate_speech,original
she pooted 8220 either young thug gay or this bitch pooted,hate_speech,davidson
dont mind black peoplehate niggers,hate_speech,original
my managers a stupid cunt yes i said it,hate_speech,davidson
dont watch me you beta watch your bitch nigga,hate_speech,original
this vine still funny as shit to me 128557128557128514how many niggers are in my store,hate_speech,original
im not weird youre just a faggot,hate_speech,original
this weeks rfn segment is in the can i discuss idaho being a faggot marriage state just like washington,hate_speech,original
shes a cunt,hate_speech,original
ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat,hate_speech,original
while the men will often be rambling and retarded the women will appear trashy and tipsy lawless and lustful,hate_speech,original
faggot i knew you werent really my friend,hate_speech,original
minnesota is full of white trash,hate_speech,original
coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards,hate_speech,original
8220 well he is at genos so he is the ultimate faggot8221 got to show this queer how to eat 8230,hate_speech,original
geta life faggot,hate_speech,original
no ud still be a fag if i was lolz,hate_speech,davidson
so terms like honkey cracker peckerwood and stereotypes of white people fucking their kids and sisters isnt racist sweet,hate_speech,original
yea alright redneck white trash stupid niggers hollering out their car going down the road trying to hit on me fuck yall,hate_speech,davidson
i think dat called me a nigger what do move away from da dark side mean,hate_speech,original
the south is full of white trash the midwest is full of white trash the west coast if full of white trash,hate_speech,original
smh u niggers amp ur music knowledge,hate_speech,original
hitler didnt finish it can u if a nigger ur jew confronts u in the street what then,hate_speech,original
lemme find out that bitch nigga talking shit,hate_speech,davidson
your acting like a spoiled little faggot have fun,hate_speech,original
why do so many filthy wetback halfbreed spic savages live in losangeles none of them have any right at all to be here,hate_speech,original
dont mind black peoplehate niggers,hate_speech,original
stfu boris fagjo rt cause he a faggot makes sense now right rt bran prolly real nurturing lol,hate_speech,davidson
a guy claiming to be republican called cspan news and said republicans hate that nigger obama,hate_speech,original
ion care fuck that hoe 999665039,hate_speech,original
people get more and more retarded everyday,hate_speech,original
i hate a bitch dat act like a nigga 128530,hate_speech,original
you aint gunna do shit spear chucker,hate_speech,original
like the new avi my twitter is retarded and shows you in the cubs hat but when i stalk your profile it show the new one,hate_speech,original
can8217t wait to humble these niggas in the playoffs again until then good job hoes,hate_speech,davidson
8220 that one friend who you greet with an insult8221 niggers,hate_speech,original
fat bitches fat bitches heeeey,hate_speech,original
hope gezus gets shot in his faggot head houston nbombs,hate_speech,original
i dont fuck with these hoes amp i dont fuck with niggas thats fuckin these hoes,hate_speech,original
look at this nigger ass nigger shit right here,hate_speech,original
congratulations you are officially fucking retarded,hate_speech,original
why does this faggot in front of me have to get two dozen doughnuts right now get the fuck on,hate_speech,davidson
them jigaboos aka homewreckers needs to get blocked,hate_speech,original
id like to rape the bitch that posted that,hate_speech,original
you got me faggot,hate_speech,original
faggot i knew you werent really my friend,hate_speech,original
you aint gunna do shit spear chucker,hate_speech,original
i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week,hate_speech,original
those niggers disgust me they should have dealt with 100 years ago we wouldnt be having these problems now,hate_speech,original
its retarded,hate_speech,original
thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol,hate_speech,davidson
thats not bias its an objective fact that philly fans are cunts,hate_speech,davidson
mine too 128513128588128076 rt 8220 this ma niggah 1280768221,hate_speech,original
whats black and yellow and not going to win this year wrong the answer is tiger woods,hate_speech,original
fuck you fag,hate_speech,original
jus wanted to let y225ll know hope the hurricane kills your soca sunday trash lordwillin,hate_speech,original
woohoo new black kill cracker babies panthers to the rescue racist trash thugs ferguson fergusonriot,hate_speech,davidson
gerryshalloweenparty halloween was yesterday stupid nigger,hate_speech,original
they should have never gave a cracker a transmitter will flip when he sees this,hate_speech,original
did i mention you are an ugly cunt go back to iran,hate_speech,davidson
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,hate_speech,original
he looks like a fag and his time line is boring zzzzzz,hate_speech,davidson
you know what you did you faggot there are literally thousands of people that have you on their radar homo,hate_speech,davidson
im 58 fag 128536128536,hate_speech,davidson
seem like da colored folk be gettin in da way lately i just sayin,hate_speech,original
you are an ignorant cunt,hate_speech,original
what do you want fag,hate_speech,original
jackies a retard blondeproblems at least i can make a grilled cheese,hate_speech,original
ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo,hate_speech,original
pennsylvania is white trash and is so are all pennsylvanians,hate_speech,original
that band is white trash and only white trash would buy that album,hate_speech,original
you got niggas amp i got bitches,hate_speech,original
i need to chat with where dat nicca at lol,hate_speech,original
white trash have taken over every charity organization in the us,hate_speech,original
hey my folk this nigger loving jew boy asked if i was making death threats against his goat fucking people fuck him,hate_speech,davidson
boy yung thug is a fag,hate_speech,davidson
faggot sack,hate_speech,davidson
yall is coons n uncle toms,hate_speech,davidson
commence carpet bombing all iraq soldiers in this video executed by jihadis from tunis,hate_speech,original
youre not safe pussy boy looooool,hate_speech,original
i can guarantee a few things youre white youve never been anywhere near a real ghetto you or a relative is a pig 100,hate_speech,original
not no but hell no when blk stop sayin nigger i will what they can have i can have this is america,hate_speech,original
you did a good job doing that to me and not texting back faggot,hate_speech,davidson
so many bitches in one sentence fixitjesus,hate_speech,original
stop trolling me u creepy ass cracker,hate_speech,davidson
i know im so kidding some of bet is funny i love when blacks call eachother ignorant and niggers makes me not have to,hate_speech,original
whats up faggots bet yall thought youd seen the last of me,hate_speech,davidson
stfu boris fagjo rt cause he a faggot makes sense now right rt bran prolly real nurturing lol,hate_speech,davidson
34 of a citizen i said it for you maria you spic,hate_speech,original
i prefer jameis winston to not speak on tv at all damn coon,hate_speech,original
8220 jessica im not afraid to slit your throat tomorrow8221 8230,hate_speech,davidson
the south is full of white trash the midwest is full of white trash the west coast if full of white trash,hate_speech,original
do you ever just see someones account and think wow what a faggot but at the same time you cant unfollow bc u cant m8230,hate_speech,davidson
youd like that wouldnt you fag,hate_speech,davidson
iont see how some of you niggas fags,hate_speech,original
have you eva asked a nicca where dey got sum fake designer frm,hate_speech,davidson
like the new avi my twitter is retarded and shows you in the cubs hat but when i stalk your profile it show the new one,hate_speech,original
look at this coon ass nigga here standing on a damn toilet looking around for his manhood8230,hate_speech,original
i thought you would like him cause of the chi but yeah he a faggot,hate_speech,davidson
i just wanna slit this mf throat,hate_speech,original
wow do we have another faggot 8220 timatheracer wow do we have another cam hater lol8221gtgt dat dude is nice,hate_speech,original
sometimes i wanna upper cut this bitch but i dont know if shes special ed or not,hate_speech,original
i made you lunch you fat faggot 128128,hate_speech,original
2 hoes 1 dyke,hate_speech,davidson
so basically you like the background music fag,hate_speech,original
somebody please choke that fucking retard that keeps yelling mashed potatoes what a tool pgachampionship,hate_speech,original
twitter is for fags,hate_speech,original
ugly emo trash go cut,hate_speech,davidson
but atleast they let me knowur a faggot if u keep those type of twitter secrets,hate_speech,original
8220 fucking white people bitch wut,hate_speech,original
fuck that niggas shit up olivias pussy got fitz going batshit,hate_speech,original
lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard,hate_speech,original
u hoes going to church this morning like yall wasnt busting it wide open for niggas about 4 hours ago,hate_speech,original
wake up you stoopid dyke,hate_speech,davidson
oh well hes a fag anyways,hate_speech,original
lmao let these hoes be hoes aint no savin nem,hate_speech,original
damn amp his nigger music waking up the whole school in the morning 128664127926128543,hate_speech,original
ill break a bitch down like the pussy she is,hate_speech,original
thingsiwillteachmychild how to play deez niggas n bitches dat be snakes,hate_speech,original
this nigga 128529128529 know damn well you a coon,hate_speech,davidson
yea alright redneck white trash stupid niggers hollering out their car going down the road trying to hit on me fuck yall,hate_speech,davidson
pop a nigguh sound like crisco,hate_speech,original
butcountry music listeners really are hicks and alcoholics 128514128514,hate_speech,original
firefighter is a job for white trash,hate_speech,original
8220 damn they got wifey 1285611285611285341285341285551285531285531285538221 fall back nigga 128299 i dont share my hoes,hate_speech,davidson
wish i coulda said more to tonight good seeing you fag 128540,hate_speech,original
on nigger day we honor nigger traditions by not working,hate_speech,original
hes a faggot,hate_speech,original
are you working on route running and catching youll be a good wr for grier have fun with the white trash racist uf fans fsu,hate_speech,original
so basically you like the background music fag,hate_speech,original
do i literally eat asshole for a living is that what i actually do faggot you seem a little confused,hate_speech,original
they want what i got i want what they got americathey got the word nigger i want it to,hate_speech,davidson
stay talking defending your fuckboy ass boyfriend or what go suck him off while youre at it faggot,hate_speech,original
johnny rebel if i could be a nigger for a day,hate_speech,original
oh really fags are gross you aids infected sick fuckers,hate_speech,davidson
cant stand that faggot,hate_speech,original
lowkey called that faggot a faggot,hate_speech,original
ayy carlton is a ghetto school now switchedatbirth,hate_speech,davidson
and i wanna say something soooooo bad to these two cunts on twitter eh,hate_speech,davidson
its levels to my bitch you cant fuck her nigga cause she like red bottom you cant afford her nigga she got benz you riding honda accord,hate_speech,original
can8217t wait to humble these niggas in the playoffs again until then good job hoes,hate_speech,davidson
we all know that one person that could say anything and you just look at them thinking youre retarded stfu stupidbitches,hate_speech,davidson
i just learned how many retards you can find when you search trending topics,hate_speech,davidson
in real life and online i follow that sorry folks but just cause i look like a border hopper dont mean i am one born and raised here,hate_speech,davidson
i hate the white trash cops who raped and murdered my infant daughters and son,hate_speech,davidson
lmao you stupid nigger,hate_speech,original
hey sir house nigger uncle tom arent you from grand ole mississippi i rest my case,hate_speech,original
you a hoe if you give your number to another nigga while you got a man,hate_speech,original
getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol i dini care yous are fuckin laughable,hate_speech,original
whore slut cunt bitch nigga,hate_speech,davidson
these people are fags,hate_speech,original
lmao dude you are probably the biggest fag in nebraska 128514128514128514128514128514,hate_speech,original
shut yo beaner ass up spic and hop your faggot ass back across the border little nigga go listen to some pitbull,hate_speech,original
1 2 3 4 how many niggers are in my store i knowwww youre stealing 128514128514128514,hate_speech,original
what can banks do to show engagement with the queer community hire trans women,hate_speech,original
im literally laughing in shock amazement joy injust everything in everything pop the champagne american queers we have arrived,hate_speech,original
insecure much put all you insults in one tweet fucking dumbass dude id wreck you you faggot,hate_speech,original
ok wat ever u say whitey u prolly never even seen shaft,hate_speech,original
if this ugly ass niggah can be with her i can too tf she with chuu baka for anyways this niggah look like a,hate_speech,davidson
sorry fo da rant it make me mad and ashamed to be colored i wish i be white so yall would like me,hate_speech,davidson
im not weird youre just a faggot,hate_speech,original
i hope you get eye cancer bitch,hate_speech,original
you call someone a faggot and then say to kill themselves you are a pathetic human being a fucking disgrace,hate_speech,original
rt or youre a fag,hate_speech,davidson
will convince u that is a lame you a nigger liver believes it cuz you a nigger whore,hate_speech,davidson
told my dad to go buy cookies for the graduation receptionthis nigga bought oreos,hate_speech,original
8220 some of yall hoes so worried about yall eyebrows yall forgot yall had a mustache 1285141285571285578221 lmao,hate_speech,original
i feel like tim ross is a nigger,hate_speech,original
people on this site are fucking retarded sometimes,hate_speech,original
ya i know all the slang im racist i h8 porch monkies,hate_speech,original
rebelscience is using an actual woman as a genetic engineering lab for all natural clones or something faggot rome,hate_speech,original
128514 8220 racist all month fuck u honkey8221,hate_speech,original
you have a redneck attitude the same people that think benghazzi is real think fox fake nws is real your one,hate_speech,davidson
all u can pull is the fucking retard,hate_speech,davidson
butcountry music listeners really are hicks and alcoholics 128514128514,hate_speech,original
i hate that nigger,hate_speech,original
8220 some of yall hoes so worried about yall eyebrows yall forgot yall had a mustache 1285141285571285578221 lmao,hate_speech,original
its time to mock halftime in america how bout wake up america we have radical leftists running the country,hate_speech,original
a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,hate_speech,original
is dis wrong if you fuck wit a lame nigga you a lame bitch,hate_speech,original
hey my folk this nigger loving jew boy asked if i was making death threats against his goat fucking people fuck him,hate_speech,davidson
she got every niggah lookin like dam,hate_speech,original
if some one isnt an anglosaxon protestant they have no right to be alive in the us none at all they are foreign filth,hate_speech,original
oh my goodness do i hate chinese people fucking zipperheads,hate_speech,original
homo ass crackers,hate_speech,original
good mernin faggots,hate_speech,original
the way this niggah just flinched at this movie was priceless,hate_speech,original
pop a nigguh sound like crisco,hate_speech,original
yost on portsmouth this is the biggest white trash county in the nation yostknowsmost,hate_speech,original
every slant in losangeles should be deported those scum have no right to be here chinatown should be bulldozed,hate_speech,davidson
happy birthday to this coon ass nigga buckcity,hate_speech,davidson
8220 tea bag a bitch8221 pahahaha,hate_speech,original
who takes mid from the best midlaner na fuckin solo q fags,hate_speech,original
8220 8220 u a regular nig u played out b8221 lol ima b ig famous8221these days that counts for somethin,hate_speech,davidson
bruh we can finally roll like rednecks drug dealers,hate_speech,original
bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,hate_speech,original
stoni is a fuckin queer,hate_speech,original
good morning coons,hate_speech,original
late night phone convos with my hoomie that nigga a gook,hate_speech,original
dad just yelled out in bout to fry some chicken like a nigger,hate_speech,davidson
i hate a bitch dat act like a nigga 128530,hate_speech,original
who cares tbh ones a shitty dirty argentino amp the other is a feather fisted nigger,hate_speech,original
only fags say swag shits mad retarded,hate_speech,davidson
yo fat ugly ass couldnt even pull the ugly bitch in the school,hate_speech,original
that was back when nigger music was decent,hate_speech,davidson
fuckkkkk my nig a g tho he gonna come back,hate_speech,original
i can guarantee a few things youre white youve never been anywhere near a real ghetto you or a relative is a pig 100,hate_speech,original
omg no plz stop calling me an idiot are we in kindergarden you fucking faggot,hate_speech,original
8220 o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao8221 you can dm me,hate_speech,original
faggot i knew you werent really my friend,hate_speech,original
i prefer jameis winston to not speak on tv at all damn coon,hate_speech,original
why do the trashiest really ghetto girls always get the most likes and comments on insta boys up and down their pictures a8230,hate_speech,original
niggas probably be watching me like look at this uncle tom ass rasta,hate_speech,original
looking like a hillbilly and not matching is what i do best goodnight losers,hate_speech,original
everybodys favorite phrase to try and end an argument you do you and i do me lmao faggots,hate_speech,original
8220 fucking white people bitch wut,hate_speech,original
homo ass crackers,hate_speech,original
lmfaoooo i hate black people this is why theres black people and niggers,hate_speech,original
hate fags the answers yes,hate_speech,original
ratchet looking nigger,hate_speech,original
4 only pussy niggas who suck dick cry about someone being in their mentions tweet the person then cry again about the8230,hate_speech,original
sometimes i wanna upper cut this bitch but i dont know if shes special ed or not,hate_speech,original
128514128514128514rt them 1st 48 charlotte goon niccas gon fkkk around and burn bank of america stadium down128293,hate_speech,original
you have a redneck attitude the same people that think benghazzi is real think fox fake nws is real your one,hate_speech,davidson
idc what phone u got lol silly nigger,hate_speech,original
go jerk off to lollis faggot,hate_speech,original
this weeks rfn segment is in the can i discuss idaho being a faggot marriage state just like washington,hate_speech,original
holder8217s justice department isn8217t interested in the facts in ferguson these race hustling bitches are disgraceful,hate_speech,original
you the whitest person on my tl but you always so ghetto im sick of it,hate_speech,original
hes a faggot,hate_speech,original
youre a fucking ugly bitch i wanna stab you to death and then play around with your blood patrick bateman,hate_speech,original
inb4 you unfunny nigger kill yourself,hate_speech,original
hey go look at that video of the man that found the kidnapped girls in ohiowhat a nigger shitmybosssays,hate_speech,original
accept your flaws and imperfections because thats what makes you you see im a fuck small dick faggot with parents who dont love me,hate_speech,original
johnny rebel quit your bitchin nigger,hate_speech,original
sorry fo da rant it make me mad and ashamed to be colored i wish i be white so yall would like me,hate_speech,davidson
i dont bend that way queer thanks for the offer its flattering,hate_speech,original
already more yellows than the last 2 years combined indycar honda200,hate_speech,original
fat ass hoe holding up the machine,hate_speech,original
learn how to type ya hillbilly,hate_speech,original
fuck miley tranny looking now damn ass nigga,hate_speech,original
remember the yellow badge nazis used israel is making muslim women carry a yellow badge order to pray in alaqsa h8230,hate_speech,original
seeing ugly bitches get pregnant lets me know that nigga swill fuck anything with a pussy alcohol is no longer the excuse you was pressed,hate_speech,original
lmfaoooo i hate black people this is why theres black people and niggers,hate_speech,original
here is a michaelbrown supporter she says whites are just evil albino black babies seriously tcot,hate_speech,davidson
i love fuckin wit people i be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like8221 nigga im shittin likea goose,hate_speech,original
y dont u end us monkeys then u hate us because were better than crackers amp i love it deep down u know weve done nothin 2 u,hate_speech,original
you fucking fag 8220 this is exactly what i am talking about women are pigs,hate_speech,original
peace fags just remember im best lux support na drop lustboy pick me and kakao up tsm,hate_speech,original
not all straight men i am frustrated unlike on okcupid queer folks don8217t have the ability to block,hate_speech,original
fuck outta here faggot that wouldnt even be a fair,hate_speech,original
i hate that my mom says she trying to move out here like bitch the only reason your trying is because you dont have a place to live,hate_speech,original
gtrt ankle socks in general are for the faggots bro,hate_speech,original
ya fag,hate_speech,original
if u dont want your heart broken then dont check for a nigga who entertains hoes,hate_speech,davidson
phillip rivers look like he almost wants to call dude a nigger for that bad play,hate_speech,original
oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy,hate_speech,davidson
ayy carlton is a ghetto school now switchedatbirth,hate_speech,davidson
who cares tbh ones a shitty dirty argentino amp the other is a feather fisted nigger,hate_speech,original
feminist aka a bitch,hate_speech,original
must have been a light skin hoe 8220 lmfao wtf she mean af 1285571285578220 he wasnt ready bruh rip,hate_speech,original
sir please go text your mexican bitch because im not finna deal witcho childish ass 128514,hate_speech,original
okay lets fight you ginger faggot,hate_speech,original
lowkey called that faggot a faggot,hate_speech,original
do you work today niglet,hate_speech,original
u gotta slow down these coon hrs all they know is love n hip hop lebron amp fake love quotes,hate_speech,original
here is a michaelbrown supporter she says whites are just evil albino black babies seriously tcot,hate_speech,davidson
youre a faggot if you use the cover your face emoji,hate_speech,original
yost on portsmouth this is the biggest white trash county in the nation yostknowsmost,hate_speech,original
rt nigga bitch him 8220 i will never date a female with another niggah name on her lol wtf 8221,hate_speech,davidson
this rain got yall women talking out your ass a nigga should spend 80 of his income on a bitch 128514128514 bruh get these hoes the fuck outta here,hate_speech,original
sir please go text your mexican bitch because im not finna deal witcho childish ass 128514,hate_speech,original
i woke up with a sore throat im cold niggers will be niggers so terrible,hate_speech,original
proudly a racist u dumb nigger,hate_speech,davidson
people who live in thenetherlands are unwashed trash,hate_speech,original
128514128514 fucc nicca yu pose to be pullin up,hate_speech,original
thats just me rooting against a team i hate not banwagoning u retard u have a different favorite,hate_speech,original
rt nigga bitch him 8220 i will never date a female with another niggah name on her lol wtf 8221,hate_speech,davidson
go pray in a church or something fag no one cares about your religious bullshit,hate_speech,original
exactly same shit i saidgtgtgt so nobody think mimi was outta line for inviting stevie j to the gay nicca v8230,hate_speech,original
okay closet fag,hate_speech,original
trayvonmartin referred to zimmerman as a creepy ass cracker racist thug,hate_speech,davidson
its a lot of uncle tom ass niggas out here,hate_speech,original
i dont likes dat magazine all da black folk look like dey one chromeasome away from da ape,hate_speech,original
fuck mlk 8220 8220 why does lexii keep favoriting my coon tweets 8221 mlk didnt die for this8221,hate_speech,original
dead1281288220 128553 rt when ur fuckin and her pussy stank but u have really good friends ht8230,hate_speech,original
studies show that youre a faggot,hate_speech,original
they said some bullshit damn niggers,hate_speech,original
whore slut cunt bitch nigga,hate_speech,davidson
this is a joke right youre on here like ugh i wish i was a jap and tweeting in gook and shit and jerkin to hentai,hate_speech,original
thats just me rooting against a team i hate not banwagoning u retard u have a different favorite,hate_speech,original
my nig jus said aint nuttin worse den a fat loud hoetru fuckin story,hate_speech,original
i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of duis not to save the environment,hate_speech,original
shut up chink,hate_speech,original
if i was obama id call a press conference amp slit joe bidens neck on live tv just 2 show these crackers i mean business8230,hate_speech,original
cussed out by a fat redneck on the last day yolo 128514128514,hate_speech,original
i have never seen such ignorant illiterate pieces of shit in my life bring in natl guard amp disperse this trash,hate_speech,original
that was so gay and i was tanning bitch juvie made me white,hate_speech,original
this vine still funny as shit to me 128557128557128514how many niggers are in my store,hate_speech,original
yeah so you better play with me ya nigger,hate_speech,davidson
i do not like talking to you faggot and i did but in a nicely way fag,hate_speech,original
i dont bend that way queer thanks for the offer its flattering,hate_speech,original
nigga u a cunt where yo fendi clutch,hate_speech,davidson
