text,label
fuck u 2 bitch call the cops,offensive
that hoe ask what time it is its 1017,offensive
stop looking us and go eat some pussy you yuppie fucks,offensive
haha bitch,offensive
go get left in a hot car and die bitch,hate_speech
8220 ion eat cat 1285818221bitch what you gay for then,offensive
8220 98 of women were sluts freshman year of college8221 let these hoes be great,offensive
hot isis social media photo laughing jihadis get baby to kick severed head 8211 warning graphic tcot pjnet,offensive
idonthavetimefor ratchet hoes,offensive
billy goat hillbillies you sucking amp fucking you disgraceful brazzen faced unabashed pig,offensive
3 most common white people activities 1 wearing tapout 2 shooting up schools 3 calling you a nigger on xbox,hate_speech
so is your pussy lmao,offensive
when i hear a baby cry at a restaurant i can literally feel my pussy slam a door closed and throw out the gone fishing8230,offensive
if you hang with hoes youre a hoe by association if you try and debate this youre a hoe if you get offended by this youre a hoe128175,offensive
do you bitch boy,offensive
if a bitch annoying she getting left,offensive
a birds eye view of todays harvest14 activities thanks for the great camera work,neutral
just got shit on by a bird blessed,offensive
pornandroidiphoneipadsexxxx japanese pretty young japanese girl8217s hot cunt fucked amp c,offensive
cant fuck with a coon ass girl bruh,offensive
omg fuck these bitches basedgod,offensive
cussed out by a fat redneck on the last day yolo 128514128514,hate_speech
im going to blame the black man since they always blame whitey im an equal opportunity hater,hate_speech
yo pussy aint shit unless you had some jake from state farm in it,offensive
dick so little ugly hoes tryna find me,offensive
hey dicklicker it says im happily divorced not bitter homophobic im not scared of queersi hate em fudg8230,hate_speech
hoes always blaming hoes for being hoes,offensive
the only time of year ill bitch about not having cable when hocus pocus comes on fml,offensive
im a dope ass nigga and these bitches hella sober,offensive
he like me even more cuz he know i gotta bitch,offensive
awk u dont like your own nephew cousins bc our race lmao broke ugly bitches fuck them we dont need them,hate_speech
this bitch about to get dragged lmfaoo omg,offensive
yeah you right and you know them mexicans bringing all they family that hoe finna be packed,hate_speech
niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards,offensive
the elite call conservatives our niggers behind closed doors tcot teaparty,hate_speech
sex with whoever i want whenever i want nah my girl give me good pussy all the time,offensive
13 shy 65 bitch 22 homosexual,offensive
chaber books bragadayjah 315 further restrictions on eating certain insects and birds,neutral
i fucken cant stand little cunts that write a damn essay on how the feel about something on facebook gross,offensive
the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro,hate_speech
dawg you so trash your momma got charged with littering when she dropped you off for school,neutral
slightlyadjusted rt alls niggers wanna do is fuck tweet and drink pineapple soda all day,hate_speech
one less little nigger that would grow up into a big nigger,hate_speech
so many bitches in one sentence fixitjesus,hate_speech
turn a hoe into a house wife you bet not,offensive
i wish i was lesbian so i wouldnt have to deal with bitch boys but mostly bc girls are rlly hot,offensive
bitches love body party 128571128166128069128068128525128149 but when its time to take da dick the party canceled 128581127814 false advertising ass bitches,offensive
hoes b soo lost dey forget dey hoes,offensive
ross got amber rose naked these hoes aint loyal wiz,offensive
its winter up this bitch,offensive
haha yolo did ya hit that hoe,offensive
neck titties then pussy,offensive
which one of these names is more offensive kike wop kraut wetback jigaboo towelhead gook or redskin,hate_speech
dad isnt your name faggots a little more fitting,offensive
i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of duis not to save the environment,hate_speech
what if i was on my ass that mean she get half of my cash man that bitch can kiss my ass,offensive
miley cyrus just wants to hump things and smoke weed with her retarded ass,offensive
a trashtalking athlete vs a violent congressman whos the real thug here via,offensive
is there a full moon out crazyassholes out in full force and im not talking about muzzies or liberals825265039 and im in the mood to oblige,hate_speech
just got 11 in flappy bird holy shit,offensive
lowkey have no hoes and my life is an l,offensive
nigga i talk shit period this aint nun new white bitch we go threw this every damn day 128514128514,offensive
you can tease this dick faggot,offensive
it happens again black pack beats whitey this should make national news,hate_speech
only southerners know the difference between redneck and white trash,offensive
all deze hoes got past demons in em yolo nigga lol hahahahaha,hate_speech
jk id fuck a dog before i fuck you fish pussy,hate_speech
i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i aint no mo human den a monkey,hate_speech
and how am i assume shit hmm cuz u dont know what fuck u talking about crackers these days,hate_speech
you really seem to love sandusky weirdo ur a creepy ass cracker,hate_speech
ima keep on giving these pussy ass niggas ah reason to hate,offensive
bitch how tf am dumb your going off what someone else told you so u can shut that shit up,offensive
my mother raised a cunt lol,offensive
bitches who smoke cigs are disgusting cuh,offensive
its crazy hoe we all ken folks im talking all my friends is my family,offensive
like ion care how 8220that bitch susie from work broke up with her man and she was tellin me the whole story8221 blah blah blah,offensive
i guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes,offensive
lmao they got the titanfall jump in this bitch,offensive
dont sleep on ma niggah chood 128076 128175128175,hate_speech
aye fam you think you can line me up i saw a bad bitch in mrs bridgets room,offensive
dis broad done tagged dis nicca n a video of his sis giving dome tragic,hate_speech
she remembers the dick lol and wants it again i recommend you shoot a bitch if she show up she might snap,offensive
faggot,hate_speech
when wale saidnvm that nigga trash,offensive
your low info redneck dumbasses vote for these corporate shills that idiots like you believe dummies,hate_speech
follow my dog he has over 17k bitches rt i made a golden retriever my bitch today at the park,offensive
why were there penguins and a bird in the puppy bowl,neutral
i hate that my mom says she trying to move out here like bitch the only reason your trying is because you dont have a place to live,hate_speech
glad i aint got no bird legs 128514,neutral
on this day 1941 the yankees joe dimaggio goes 0 for 3 with a walk vs cleveland indians to end his 56 game hitting streak,neutral
this is so much fun 128070128588 1ubb 1ndiana hoosiers hoosierdaddy,neutral
yall hoes really get mad cause a nigga dont want cha,hate_speech
so was chris brown talking bout hisself when he said these hoes aint loyal,offensive
i hate this cookie built bitch 128514,offensive
nice pussy,offensive
basically we aint got room for basic bitches,offensive
if you go could you hook up the plant city faggots or,hate_speech
hahahaha youza fuck wigger,hate_speech
128584128584128584 rt gave her that move it lil nigger push smh,hate_speech
we need to pile some hoes in the back of ross car,offensive
slightlyadjusted rt alls niggers wanna do is fuck tweet and drink pineapple soda all day,hate_speech
bow down bitches bow down bitchess,offensive
how many fuckin fags did a even get shouldnt be allowed into my wallet whilst under the influence haha,hate_speech
dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,hate_speech
85 species of birds reported in chesterfield for the great backyard bird count how many in your area,neutral
whoever had mr ramlogan for uwi business law tho racist mudda cunt,hate_speech
when it rains its good go to the mall weather all the coons be at home,hate_speech
faggot,hate_speech
they are little bitches when they are proven wrong momsdemand gunsense,offensive
tom ford probably fucking all these hoes,offensive
how about darkskin dykes,offensive
8220 jose is so fucking mean to me like damn bitch lol8221 fuck you,offensive
bout to beat this case like a pussy nigga 128074128074128074128074128074128074128074,offensive
lol so since im from the south i automatically sound like a fucking redneck hahahaha how about fuck you stupid ass,hate_speech
bitch said best way to get over a man is to get under another one smh dats ah hoe for u,offensive
get some head off twitter now niggahs thats bracken 10412041041204 ima baby momma killa yo bitch she can get it 1043359 you,offensive
8220 that one friend who you greet with an insult8221 niggers,hate_speech
this white bitch had the fuckin nerve to call me a nigga128078 when shes the one payin for her lips to get bigga128514128564,hate_speech
u dont like me but ya bitch do,offensive
females think dating a pussy is cute now how does doing this stuff make him a pussy,offensive
cause lord know if another bitch call yo nigga handsome and he entertain it all hell gonna break loose,offensive
i hate a bitch that think she the shit bitch you basic as the fuck128564128564,offensive
ocean drive 127754 then i gave it a pill i think i met that pussy on ocean drive8221,offensive
gave themselves when the bakers took pay cuts that killed the twinkie tell the fucking truth for once8230,offensive
we were supposed to work together today bitch,offensive
i didnt spoil anything amp you should have been watched it nigger nig nog,offensive
lmsoooo dawg i aint got no bitches mane i low key got a chick but i cant say it on twitter you know how these wolves is,offensive
since my girl like to argue i sent that bitch to law school,offensive
fingering n eating the pussy at the same time is good 128203128221,offensive
or my cup filled 8220 love a bitch that know to keep me one rolled8221,offensive
my bitch cold not average you couldnt fuck my last bitch,offensive
ass oreos and his name is thad castle,offensive
i have never seen such ignorant illiterate pieces of shit in my life bring in natl guard amp disperse this trash,hate_speech
single ladies vs cuffed hoes 128131128141,offensive
these hoes aint loyal,offensive
i really hate attention seeking hoes hope they all die,hate_speech
im the niggah she really wanna ride wit,offensive
damn birds stay shitting on my car,offensive
i dont give a fuck about yo gal yo wifey or yo boo came here by myself bitch im tryna bone,offensive
not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di8230,hate_speech
i hate that faggot he so corny,hate_speech
wizard turned into a hoe after a break up,offensive
dumb ass student gets trapped in a giant pussy sculpture germany wtf funny hornymen,offensive
the problem with retard liberals is they think supply amp demand means supply me with everything i demand votingmatters,offensive
farra from teen mom has 2 sex tapes on pornhub lmao hoe ass,offensive
these hoes really make me laugh lol,offensive
jerryspringer on raw the white trash side of me is applauding,offensive
media be like muslim whale attacks us navy muslim tiger attacks zookeeper muslim bird attacks eiffel tower mu8230,neutral
movies dont matter as long as you do coon shit with coons youre a nigga,hate_speech
we are the only fan base who by and large gives a crap that rodgers chews his guys out nobody bitches about this for brady and manning,offensive
i ont care cuz i got hoes dats rite i got plenty of em,offensive
boobs boobs boobs boobs lotta boobs man i make the baddest bitches send me nudes 128525128539,offensive
me too tyler it just makes me think that theyre lil nigger baby hoodrats,hate_speech
white trash okies dont count as real white people to count as a white person you have to count a person okies arent people,hate_speech
your a nasty nigger whore,hate_speech
do birds have a 72 out of wedlock rate is it white fathers that are running away,hate_speech
fredo was a bitch ass nigga how niggas fire over 20 shots at his pops but he didnt get off 1 cuz he dropped the gun smh,hate_speech
larry elder is an uncle tom i cannot believe how he is degrading a child,neutral
on my way to fuck your bitch,offensive
i dont fuck with these hoes amp i dont fuck with niggas thats fuckin these hoes,hate_speech
yea you dont live down here i guess we still got roofs that arent fixed from charlie and jeanne,neutral
8220what are you twelve8221 yeah on a scale of one to ten bitch,offensive
a guy claiming to be republican called cspan news and said republicans hate that nigger obama,hate_speech
i put it ona bitch make her bang ma set 128076 i gave this hoe dick i came i left 999665039,offensive
its my pussy not yours i think this gotta be my favorite naked picture everdamn,offensive
some lying ass hoes lol,hate_speech
poor 5sos has annoying ass cunts as fans they dont care about you at all you know,offensive
8220 where am i on this rating scale8221 depends you still wearing them colored contacts or naw,neutral
dumb hoes out here moving at a snails pace in lifeim coo,offensive
nigg complaining about a journal and bitches half naked,offensive
lol so since im from the south i automatically sound like a fucking redneck hahahaha how about fuck you stupid ass,hate_speech
omg rt have yall ever met a dyke who didnt have a kid,offensive
famous women be the biggest hoes,offensive
is a fag hesgay,hate_speech
you retarded bruh lol,hate_speech
chris paul trash lmfao,neutral
i got gatorades twinkies rice puddings pringles and cookies 128525128555,neutral
his big ass smile his eyes is chink,hate_speech
you understand you look like a real life dyke right like you look like a wnba dyke bro a sports bra amp bball shorts wearing dyke,hate_speech
some of these hood negros dont deserve bail money the way they be visiting jail,hate_speech
no bitch w my dick,offensive
suck ass bum ass yankees foh,offensive
social network got bitches heads like 128553,offensive
giving you that trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls,hate_speech
die in a car accident then faggot,hate_speech
this nigglet 1008465039,hate_speech
that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day 128545128545128074128298128163,hate_speech
you gots da bet and da msnbc wit dat colored reverend who only listen to coloreds what else i missing,hate_speech
totaled rt crashed dat hoe rt drake verse on that nicki gtgtgtgtgt,offensive
may i jump in u ballless dickwad as a conservative feminist disabled vet bitch i wish u luck with a capital f,hate_speech
hoes be mad at you cause your nigga wanted you over her 128564,offensive
faggot,hate_speech
niggas talk more than bitches these days,hate_speech
let me tell u funky bitches bout a pimp name c i aint payin for no pussy and my dick aint free,offensive
feb 2015 jordan 4 retro remastered oreo 314254003,neutral
cool cool fuck wit u too nicca,offensive
thats what i call a crash dummy hoe,offensive
if yer gonna continue to be a contrarian bitch go die then ive no time for such trifling,hate_speech
dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin 128514128514,offensive
if i ride up to your bitch in these then homie consider yourself a single nigga,hate_speech
eh bitch how about you worry about your own psychotic ass looks like you need to be saved from being a noisy bitch 999665039128139 cantstanducunt,hate_speech
guys not supposed to get their ass sucked queer,hate_speech
yaaass bitch yaasss soulja boy be having me so turnt128539128514,offensive
i feel sorry for mexican and asian niggas they got the worse shaped bitches on earth,hate_speech
den you enjoy da nite wit a colored man we do it again in 2 weeks lets me no if i needs ta bring da magnums,offensive
lets settle this and fight stop being a pussy,offensive
she8217s the key to world peace rt hippo is such a pussy magnet gawd,offensive
someone shut this beaner up please,hate_speech
here she go being a hoe againdog,offensive
we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem,hate_speech
that bitch hit the chick when she wont looking that shit weak af,offensive
international police operation disrupts shylock banking trojan computerworld the guardianinternational poli,neutral
on my way to fuck your bitch in the name of the lord mr race,hate_speech
i got a dyke wit a child as whse mgr and she jus hired another girlboy dis week,hate_speech
says the scrawny nigger,offensive
and she gave this nigga head while i was laying next to her while she had a bf 128514128514128514128514 shes a hoe on the low,offensive
its pretty much been confirmed that i have the best bitch face on the planet,offensive
of course my faith for baseball is off this year because of barrybonds you goddamn retards morons,hate_speech
would be so happy so many bitches would be humbled rt how would you feel if they discontinued the sale of weave,offensive
8220 well he is at genos so he is the ultimate faggot8221 got to show this queer how to eat 8230,hate_speech
chad reeds a fag hes a 5th kinda guy,offensive
cmchat why do u think its so hard forhick hop2get major air time on most stations cmchat when its w8230,neutral
pass the fosters faggot,hate_speech
hitting women is wrong morally but bitches get raped kidknappedbeat up an sold to be sex slaves when they gonna end that,offensive
i got 99 problems but a bitch aint 1,offensive
boy damn jitt got his ass bitch slapped in da court yard comin to 6th period 128514128514128514 i was yelln n shit,offensive
flappy bird on bull,neutral
im not a ho like you your body count probably is close to 100,offensive
bitches name they make up off of instagram filters cuh this bitch was lookin like rise the other day,offensive
fags,hate_speech
i wonder if that latino strategy is working goper doubles down on wetbacks but backpedals on shoot on sight,hate_speech
so many bitches in one sentence fixitjesus,hate_speech
shut up fag,hate_speech
johnny rebel quit your bitchin nigger,hate_speech
wussup bitch,offensive
know that the bad bitch got ittt 128553127908,offensive
holidayseasonlive shy glizzy feat plies free tha gang,neutral
he looks like a pretty dyke12812910024,hate_speech
most teachers abuse their position theres teaching with discipline and theres being a cunt most are cunts,hate_speech
southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working,hate_speech
ltlt whered you go big mouth bitch busy choking on that cock i told you to find,offensive
long story lol but ive missed you faggot,offensive
a nicca aint perfect but my heart is pure,offensive
some negro amigo pulled a gun on nate and i a few weeks ago i was stoked128299128299128299,hate_speech
8220 u hella gay u never did8221 quit subbing fag,offensive
have heard hillbilly grousings that bugs much worse in the kv since mic shut down,neutral
once i get a cold beer in my hand there aint no mistakin who i am i cant hide my redneck side,neutral
someone just called someone a bitch ass nigga on black ops,offensive
why they playing trash on espn right now,neutral
this bitch instating and driving128591 for me,offensive
4 only pussy niggas who suck dick cry about someone being in their mentions tweet the person then cry again about the8230,hate_speech
lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard,hate_speech
word and it dont make u a hoe rt its okay to have sex on first date long as the feeling is mutual,neutral
mayweather a lil bitch this nigga out here dancing,offensive
why tf is this bitch in my class wearing all brewers shit its football season,offensive
whoever made this twitter doesnt like the lakers they r making a comeback but this accnt still continues to trash talk em,neutral
if you ate my pussy dont ever try to disrespect me fck nigga i fed you 9995,offensive
if you got a body count already in 2014 you cant talk about anybody being a hoe,offensive
texans dst wont play the redskins again this year,neutral
the leftisthomosexual war on the catholic church kicked into high gear with the infiltration of the priesthood by boyraping fags,hate_speech
political ass bitches,offensive
tweety bird tho 128514128514128514128514,neutral
lol new kid at school thinks he can take me at tetherball bout to show him why i get all the playground pussy baller 8230,offensive
if your a nigga and you use the term yassssssssss im just gonna assume your a fag,offensive
getting off twitter jigg trynna stress me out more i dont need this type of heat128553,neutral
stop being a hoe,offensive
kill the coons,hate_speech
already more yellows than the last 2 years combined indycar honda200,hate_speech
george michael such a fag,hate_speech
is there a full moon out crazyassholes out in full force and im not talking about muzzies or liberals825265039 and im in the mood to oblige,hate_speech
byee iverrishaa 128514128514 ghetto ass name,offensive
random hoe so i heard me,offensive
need to get the sheriff rick in here to show these pussy ass police officers who is boss,offensive
bitch ass nigga be hating on black women uncle tom bitch punk,hate_speech
fucking cunts,offensive
my whole goal is to fuck someone bitch and cause turmoil in a happy relationship 128523,offensive
hoe about to bust ha knee caps128128128128,offensive
they said some bullshit damn niggers,hate_speech
bad bitches is the only thing that i like,offensive
rule number 1 never fuck wit ah bitter babymama dey gon spray u str8 up erica u losing cool points hoe,offensive
life aint nothin but bitches and money,offensive
bitch you watch your fucking mouth you dirty whore i swear to god thats a thin line,hate_speech
lol bitches aint shit,offensive
i aint never had a basic bitch never will 128175,offensive
so sick of you fake ass hoes,offensive
the thing about houston and austin gays is 99 are hoes aint no wholesome bitches,offensive
fuck that niggas shit up olivias pussy got fitz going batshit,hate_speech
trash,neutral
she be what we say in da hood white trash,hate_speech
where these bitches at 128555128525128525128525,offensive
if you kill all cops and cracker babies what next black states white states and latino states isnt that moving backwards,hate_speech
i dont have no girlfriendside bitches main chick hoes i just got a ex i want back,offensive
now niccas wont haircuts,offensive
wearing pajamas tonight 4 da gook udigg grey day,neutral
derekjeter as a lifelong yankees man i will miss you firstballot unanimous,neutral
oomf got the hoes,offensive
i hate the ghetto trash at the special school across the street from my building all of them will grow up to be criminals,hate_speech
members of nontraditional religions are all subhuman trash,hate_speech
you look like a welfare bitch compared to latinas i date and fuck you need fashion and makeup tips tbh,hate_speech
friends a proud hindu n shivsainik brother shri ramesh jadhav was murdered by jihadis plz help trend rameshjadhav,neutral
inb4 you unfunny nigger kill yourself,hate_speech
bruno fag boy you love me,offensive
were out here and were queer 2 4 6 hut we like it in our butt,hate_speech
happy birthday nicca do coon shit in a responsible way,hate_speech
momma didnt raise no sukka bitch,offensive
oreo shake i want you,neutral
bitch youre the ugliest cunt ever,hate_speech
whats so good about prom all i see is another faggot ass high school dance,hate_speech
i love a bitch with racks of her own,offensive
she playin pussy hole bingo she drawing the next number,offensive
you got bitches and i dont have niggas 128514 i want you,offensive
u should just pull out amp let ferguson fend for themselves it has been a week wasting manpower most r just attention hos,offensive
faggot,hate_speech
somethingigetalot are you asian black hawaiian gay retarded drunk,hate_speech
if u gon be wit ur bae even if he or she cheat just shut the fuck up and take the dick or pussy after all aint nothing better then love,offensive
if a spic ever talks to a white person and the white person kills them its self defense,hate_speech
drink pussy juice nigga,offensive
queer gaywad,hate_speech
im soooooo tired of this dick dyke showing up on my fb feed real studs dont fucc niggas just be bisexual,hate_speech
best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil,hate_speech
fuck ray rice someone crack that bitch,hate_speech
hell na hes a honky brah,offensive
no bitch ass chick flick will ever be as sad as this movie,offensive
when you see a bitch nigga subtweet you,offensive
lol at the random fist fight aka pussy shove match at dnd tonight,offensive
whats this chinks email im moving to china and slicing his throat,hate_speech
dese niggaz on dat guala shit,offensive
this like a retarded wutang clan,hate_speech
smurf a real cat bitch,offensive
town at a movie with friends i stabbed a nig 3 times and got sent to prison justice,hate_speech
the right for an english person to go about his business is more important than any suspicion of some rouge wog cop,neutral
i hate bees man they be like buzz buzz bitch and im like nah man i aint done shit to you,offensive
smh nigga is mildly retarded rt lmfao rt if griff wasn8217t injuries we8217d legit be 61,hate_speech
lol niggas only act nice when they think pussy is the reward,offensive
californias biggest retards dont forget about holy who just released an amazing ep,hate_speech
so many hoes whipped you would have thought we were still in slavery,hate_speech
8220 my phone charging backwards 1285338221 retarded,hate_speech
shoot you and your shorty bitch,offensive
8220 fuck u bitch hope i dont see u bitch cuz i would love for u to tell me to my fac8230,offensive
fucking gook,hate_speech
we live in a world where drake can steal your hoes and make fun of you shit crazy,offensive
slack jawed yokel husband,neutral
no halfbreed spic has any right to say anything to any anglo ever and should be killed for doing so,hate_speech
niggaz like all them naked bitches on ig pics niggaz dont love em,hate_speech
hate fags the answers yes,hate_speech
please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks,offensive
my barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts,offensive
dont even trip my niggah i got you lol,offensive
news 8212 democrats and antisemitism 8212 jewish group condemns vp joe biden8217s offensive reference to shylocks,neutral
get some orange hoe,offensive
bitchk,offensive
yu betta watch cho mouf bout dat one dea hoe,offensive
money ova bitches im yellin it ta da grave developed at ah young age go afta wat pays 128526,offensive
my best friend loves justin beiber what a fag 128557128514128557,hate_speech
its a lot of uncle tom ass niggas out here,hate_speech
absolutely retarded article,offensive
just got his pussy kicked hes out done wins per fox news election2014 tcot gop teaparty p2,offensive
to u bitches who have upside down default pictures die nobody has time to flip they phone around to see if u even uglier8230,offensive
little bitch,offensive
a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 499 for a b8230,offensive
how the fuck do all these fucking faggot ass randos even find zoes ask account,hate_speech
tryna save a hoe that dont wanna be saved nope nope nope not me,offensive
cant dm wigga cause i cant even get a follow back 128528,offensive
thats my young ho i dont want nuthin old but her bank roll,offensive
they slut for me they kill for me they steal for me and of course itll be yo cash and ill murder that bitch send the body back to yo ass,hate_speech
omg this bitch just said some shit,offensive
working on diz music be in studio soon nicca,offensive
come on tank break dem hoes backs,offensive
aids fuck smdh u punk bitch,offensive
there is this yellow thing in the sky i dont know what to make of it,neutral
idk maybe its just me being bitter but giving bitches money and just being a genuine nigga aint got me nowhere so fuck that struggle hoe,offensive
sounds like a good idea but i want my word to be spread jews niggers and commies alike,hate_speech
youll make the team them niggas trash lol,hate_speech
bitch look like she gon blow away fr,offensive
aint it a bitch when one of the people you get so excited hearing from sends the shortest most closedended thing ever ugh let down,offensive
i hate a bitch dat act like a nigga 128530,hate_speech
i dont even delete my typos it is what it is bitch,offensive
get your slow ass out my way bitch,offensive
thats ya bm tho rt that aint my hoe,offensive
wassup wit all these fucc niccas,hate_speech
both yall pussy son beat it,offensive
congratulations ichiro that leadoff base hit in the 8th is hit no 2800 in his career,neutral
people on this site are fucking retarded sometimes,hate_speech
that shacking up shit for the birds yo,offensive
not as bad as a former psyqo nigger that likes anime,offensive
im a faggot,hate_speech
this nigga tried to hate on me to a bitch and she told this cornball im that nigga,offensive
america is white trash and so are all americans,hate_speech
what you saying hoe,offensive
shut the fuck up dumb bitch,offensive
no one asked bitch,offensive
typical coon activity,hate_speech
on nigger day we honor nigger traditions by not working,hate_speech
its mutual my lil yellow bone127827,neutral
that hoe wanta 66,offensive
8220 when people complain to me about prices im just like bitch do i look like i make the rules8221,offensive
on the secret party mission live tweaking to mock fatpo,neutral
my blue flag brite nd ya bitch blowing me like play bagpipes,offensive
i hate hashtag activism no lie i think 95 of it is trash,neutral
ive noticed that it mostly be the bitches whose hair dont even reach their shoulders that talk the most shit,offensive
128529 and on that note im out dis bitch,offensive
yost on portsmouth this is the biggest white trash county in the nation yostknowsmost,hate_speech
washing my coon hair,hate_speech
some hoes that tweet just make me mad lol,offensive
never bring these hoes to my house cause these bitches talk,offensive
pussy ass nigga,hate_speech
man that run game aint no hoe fuck alex dont even need his bitch ass,offensive
my moms younger brothers gonna come disrespect my mom amp call her a bitch amp my cousins gonna tell my mom to stfu wth,offensive
youll make the team them niggas trash lol,hate_speech
yes every guy is a bitch todaylolsmh,offensive
these hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca,offensive
got a lil bitch from the 916,offensive
8220 8220 i have no hoes man i dont need those though 1285648221128557128557 i need to pick mines back up 1285538221,offensive
so a man who is a pussy and a coward overpowered you and easily took what was yours you are clearly much less than a man then,offensive
im a get money nigga so da hoes love me,hate_speech
lmao madonnas music sucks yeah youre fucking stupid if you think gaga is better retard,hate_speech
i made you lunch you fat faggot 128128,hate_speech
one big lecture hall full of bitches in sequins limited too tank tops,offensive
graham crackers with marshmallows the little marshmallows and little chocolate bars and we can make smores man,neutral
who can vouch for ya pussy tho k,offensive
montana wisconsin maine new hampshire north and south dakota wyoming all places you can move an exhoe to and be happy,offensive
true life im an emotional clingy bitch,offensive
youre racist against white people whigger antiracist is a codeword for antiwhite antizionist is a codeword for antisemite,hate_speech
dont be a pussy also there is beer and free pizza here i swear,offensive
niggas retarded lol,offensive
procrastination is really a bitch,offensive
sheeple just like 128073oh those racist sexist teabaggerswho just elected these two old white men,hate_speech
i was in the club and there was this good lookin bitch she had gold teeth tho i was confused smh,offensive
yo main bitch thats my side hoe,offensive
8220 niggas talk more then bitches these days 1285308221 facts,offensive
you know these hoes wishy washy,offensive
hey boy this half breed chiricahua apache is on your ass eatmytazer,offensive
bitch 128530,offensive
now jimmy want to talk trash wouldve shouldve couldve now chris stop talking and spitting,neutral
nope not at all but im stuck in a house full of fucking niggers help me escape 128553,hate_speech
nothing is wrong wit staying down here to work at the plantthese little minded bitches need 2 fuckin stop being judgmen8230,offensive
slow replies make me feel like a retard and i just want to put my foot through a wall hjhdyhdhlgjdftilh,hate_speech
fuck off my pussy boi bitch,offensive
8220 am i wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room8221hell noooo128514128514128514pussy ass n8230,offensive
8220 on some real shit if i catch this bitch its game on8221,offensive
somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall,hate_speech
i dont have an iphone so i have to manually ignore these hoes,offensive
nevermind i found them in the trash,neutral
the afc was trash last season especially the afc south jags could make a playoff push if they have a great draft not jo8230,neutral
bitch bought her son some talking bout i had to get em before they sold out,offensive
everytime i fuck i gotta hit me at least two bitches,offensive
watching the nigger movie menace2society trying to learn more about the enemy good reconnaissance,hate_speech
stay pooned bitches,offensive
bitch tits,offensive
get some h228agendazs ice cream bars a whole lot make sure chocolate gotta have chocolate man some popcorn red popcorn graham crackers,neutral
girls hey beautiful friendship lasts 2 months bros sup pussy friendship lasts forever,offensive
got the vector job bitch,offensive
ho ho ho,neutral
8220 if she got the chipotle plug cuff that hoe8221 twitterlessalex,offensive
sorry dont know what to tell you but to get your pussy ass off my twitter,offensive
between this trend and the vines acting like women its like niggas couldnt wait to be faggots,hate_speech
when your at the pharmacist and they tell you your medicine will be ready in 15 mins wtf bitch its been 30 stillwai8230,offensive
you can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,hate_speech
only keep real bitches in attendance 128109128129,offensive
i have no clothes that make me look like a redneck but i tried my best 128514,neutral
minnesota is full of white trash,hate_speech
theyre working on a bill to prevent retards from voting who knew retards could vote things are starting to make sense now,hate_speech
who shot john lookin ass hoe,offensive
a woman never cheated unless a man drove her to do it men only cheat for new pussy,offensive
lmaoooo rt fam i stabbed a person once in cod ghost and he said i stab like a nigger,offensive
fuckin muzzie cunts should all be deported savages,hate_speech
ladies lmaooo 171 rt if your pussy better than your personality187,offensive
i nicknamed lux coach k because without him we would of never heard of duke lol charlie,neutral
this like a retarded wutang clan,hate_speech
bitch am not gonna shut shit up feel free to join them,offensive
someone tell this bitch to stfu,offensive
nothing that the russians did in their support of the rebels surprises me putin views obama as a pussy,offensive
youre reading you coon,hate_speech
they are all idiots except kourt the rest are just slutty ass bitches,offensive
cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,offensive
bitch we coulda been at the stores looking,offensive
im a twat,neutral
you some type of special faggot if you bring chocolate swishers to a smoke session,hate_speech
i really hate attention seeking hoes hope they all die,hate_speech
damn cuh alu mohe my nigga just make sure you alu polosi ho nifo 128561,offensive
you a fag b,hate_speech
behind every independent woman is a pack of hating hoes,offensive
all the main bitches are getting kicked to the curve lol,offensive
deedee patrick ed sheen timmys dad beavis amp butthead peter griffin this is just a list of some mentally retarded cartoon characters,hate_speech
deions a bitch,offensive
8220 8220 8220 8220 men are the biggest hoes lmao8221822182218221,offensive
you still are a cunt,offensive
